,2021-12-30,今年以来612家公司违规受罚 近两成个股已被风险警示,大众证券报
1161,2020-01-16,重磅，最赚钱高铁上市，罕见肉签再现，这次燃爆了！,华讯财经
1162,2020-01-16,公牛集团网上发行最终中签率0.0486%,证券时报网
1163,2020-01-16,公牛集团：网上发行初步中签率为0.01619226%,新浪
1164,2020-01-16,打新了吗？斯达半导中签号出炉 三只新股公布中签率-更新中,中财网
1165,2020-01-16,公牛集团(603195.SH)：网上定价发行的中签率为0.04857679%,格隆汇
1166,2020-01-16,500亿的大生意考虑一下？（603195.SH）,YY港股圈
1167,2020-01-16,预计年收入百亿元的公牛集团迎上市关键一步 插线板还好卖吗？,经济观察网
1168,2020-01-16,公牛集团16日开启网上申购 发行价59.45元/股,证券日报
1169,2020-01-16,公牛集团16日申购：家族身价将超300亿 中1签或赚2.6万元,中新经纬
1170,2020-01-16,1月16日新股提示：东方生物、博杰股份、公牛集团申购 京沪高铁上市 有方科技、泽璟制药、玉禾田中签号出炉 斯达半导公布中签率,上证报
1171,2020-01-16,公牛集团今日申购 顶格申购需配市值18万元,上证报
1172,2020-01-16,今日新股申购：公牛集团,中国经济网
1173,2020-01-16,【新股提示】公牛集团等三新股今日申购,Wind
1174,2020-01-16,今天，京沪高铁上市，公牛打新！你准备好了吗,中证报
1175,2020-01-16,新股提示：京沪高铁上市 公牛集团、东方生物申购,中证报
1176,2020-01-16,新股提示：东方生物、公牛集团、博杰股份今日申购,e公司
1177,2020-01-16,罕见“大肉签”！今天必打新股来了：一涨停赚2万6，六涨停赚8万！创始人兄弟身价或超300亿,中国基金报
1178,2020-01-16,公牛集团1月16日A股IPO新股申购 10亿元专利侵权诉讼案“悬而未决” 诉讼纠纷,资本邦
1179,2020-01-16,打！新股“肥签”来了，1个涨停赚2万6，6个涨停赚8万,证券时报
1180,2020-01-15,【新股信息】1月16日 博杰股份(002975)、东方生物(688298)、公牛集团(603195)新股申购,银河股票资讯
1181,2020-01-15,公牛集团、博杰股份1月16日申购宝典,金融界
1182,2020-01-15,公牛集团：发行价59.45元，申购日为1月16日,Wind
1183,2020-01-14,公牛集团IPO迷雾：关联交易被质疑 专利诉讼引麻烦 诉讼纠纷,电鳗快报
1184,2020-01-13,公牛集团(603195.SH)首次公开发行不超6000万股 路演时间15日14:00-17:00,格隆汇
1185,2020-01-13,7只新股密集来袭 今年首只新股大肉签中1签或赚6万！,中国基金报
1186,2020-01-13,今年首只新股大肉签中1签或赚6万！有可转债彻底火了，空仓能打新,中国基金报
1187,2020-01-13,打它！打它！打它！公牛来了，上市当天一签或赚2.6万元,中证报
1188,2020-01-12,[公司]公牛集团1月16日申购,全景网
1189,2020-01-12,【光大农业&中小盘】供求重回紧平衡，猪价再次抬头,i研究
1190,2020-01-08,本批建议持续关注斯达半导——2020年第1批新股申购策略报告,申万宏源新股策略
1191,2020-01-08,华鑫证券建议公牛集团IPO新股询价价格为59.62元,资本邦
1192,2020-01-07,公牛集团今日首发招股书，预计19年营收近百亿,LED在线
1193,2020-01-07,公牛集团(603195.SH)拟发行不超6000万股申购日为1月16日,格隆汇
1194,2020-01-07,公牛集团今日招股 致力于成为国际民用电工行业领导者,证券日报
1195,2020-01-04,天正电气ipo：同业竞争处于劣势，与大客户采销数据存差异,百度
1196,2020-01-03,证监会核准公牛集团、斯达股份、玉禾田的首发申请,资本邦
1197,2020-01-03,证监会核准公牛集团等3家企业IPO申请,e公司
1198,2020-01-03,证监会核发公牛集团等3家企业IPO批文,Wind
1199,2019-12-27,天正电气IPO:现产能消化能力下降 募资扩产销路何解,新浪
1200,2019-12-25,插座龙头公牛集团二进宫终过会 实控人突击分红引广泛质疑,投资者网
1201,2019-12-19,公牛集团为零人供应商创造数亿收入 关联交易涉嫌虚增收入 关联方问题,中金在线
1202,2019-11-26,【IPO】上周公牛集团等9家企业过会，其中玉禾田为三板企业【安信诸海滨团队】,诸海滨科新先声
1203,2019-11-26,公牛集团激战24年终圆上市梦！,乐居财经
1204,2019-11-25,“插座一哥”上市疑云：IPO前突击分红，着急套现还是讨个彩头？,云掌财经
1205,2019-11-22,年内第四大单过会 公牛集团手握20亿理财再募资49亿,新浪
1206,2019-11-22,11月21日五家企业首发过会 宁波占两席,证券日报
1207,2019-11-22,给市场送个好彩头 “公牛”将登陆A股到底牛不牛？,上证报
1208,2019-11-22,新三板深改征求意见今日结束；20个银行账户被冻结，林州重机收关注函 资产查封,新三板智库
1209,2019-11-22,公牛集团IPO顺利过会，拟募集资金48.87亿元,乐居财经
1210,2019-11-22,公牛集团过会：今年IPO获批第111家 国金证券过4单,中国经济网
1211,2019-11-21,第十八届发审委2019年第182次会议审核结果公告,证监会
1212,2019-11-21,证监会：公牛集团等5家企业首发过会 1家暂缓表决,e公司
1213,2019-11-21,证监会：公牛集团等5公司首发申请获准，百洋医药暂缓表决,Wind
1214,2019-11-20,“插座一哥”公牛集团要上会，IPO前曾突击分红,北京商报
1215,2019-11-20,实控人两年狂揽27亿“搬空家底” 公牛集团IPO募资49亿真实动机遭质疑,中国网
1216,2019-11-20,公牛集团IPO前夕实控人套现45亿 关联交易难自辩清白 减持股份,中国经济网
1217,2019-11-19,时代IPO观察 | 公牛集团冲刺IPO：控股家族“瓜分”盈利，63家关联方引监管问询 问询,时代在线
1218,2019-11-19,“插座一哥”公牛上会在即 10亿专利侵权索赔案撤诉 原告仍称“坚决维权” 诉讼纠纷,华夏时报
1219,2019-11-19,通领科技撤诉，公牛集团IPO上会前夜解除10亿专利侵权索赔之忧 诉讼纠纷,21世纪经济报道
1220,2019-11-19,公牛集团家族化软肋：亲属开关联公司上下游“躺赚”,斑马消费
1221,2019-11-19,一手巨额分红一手天量募资 “不差钱”的公牛集团圈钱而来？,21世纪经济报道
1222,2019-11-18,本周公牛集团等六家企业上会 谁能“打得一手好牌”？,中金在线
1223,2019-11-15,证监会：公牛集团等6公司首发11月21日上会,Wind
1224,2019-11-15,证监会：公牛集团等六公司将于11月21日首发上会,新浪
1225,2019-11-01,“红眼”的公牛集团：业务、数据问题不断 阮立平兄弟却分红33亿,和讯
1226,2019-10-25,上市前突击分红33亿 公牛集团IPO急于“圈钱”受质疑,投资者报
1227,2019-09-26,泰安市市场监管局抽检电缆电缆等商品1批次不合格 产品问题,质量新闻网
1228,2019-09-18,【家电-公牛集团(A18071)】邓欣：竞争壁垒深厚、品类扩张可期-20190916,中泰证券研究所
1229,2019-08-21,将质量作为生存根本 公牛集团公开销毁20多万元泡水产品,证券日报
1230,2019-07-27,关联关系庞杂 新业务突围难 10亿专利诉讼案后公牛集团冲刺IPO 诉讼纠纷,中国经营报
1231,2019-07-24,公牛集团冲刺IPO上市，大动干戈所为何因,证券之星
1232,2019-07-23,IPO动态|突击分红30亿，公牛集团不差钱上市为哪般？,财经网
1233,2019-07-13,公牛IPO遭疑：左手巨额分红 右手招股募资,时代周报
1234,2019-07-09,公牛集团实现营收三连涨，铺垫IPO上市基础,砍柴网
1235,2019-07-09,公牛集团10亿专利侵权被宣告无效 “插座一哥”IPO障碍仍待清扫 诉讼纠纷,21世纪经济报道
1236,2019-07-06,"反转再反转？公牛10亿诉讼案首胜 但原告称""存在事实认定错误"" 诉讼纠纷",Ofweek
1237,2019-07-05,公牛集团陷入专利侵权风波 或因与小米竞争而忽略其他？ 诉讼纠纷,运营商财经网
1238,2019-07-05,公牛集团涉赔10亿元专利案初胜 通领科技两项涉案专利宣告无效 其他违规处罚,证券日报
1239,2019-07-03,公牛集团财务数据存异象涉嫌虚增收入 募投项目或夸大投资额,中金在线
1240,2019-07-03,国家知识产权局复审宣告 通领诉公牛两项专利无效,质量新闻网
1241,2019-06-28,品牌价值138.36亿元 公牛集团三入“中国500最具价值品牌排行榜”,证券日报
1242,2019-06-27,金田铜业3闯IPO犯低级错误:销售数据对不上 违规不少 欺诈造假,新浪
1243,2019-06-25,公牛集团临危不惧，IPO上市关头仍在创新,砍柴网
1244,2019-06-18,阮立平不走寻常路，带领公牛插座冲刺IPO上市,砍柴网
1245,2019-06-18,涉10亿元专利诉讼案浮出水面公牛集团IPO关键时刻遭遇重大利空,投资时报
1246,2019-06-17,公牛插座谋求IPO 高瓴资本浮盈近3亿,投中网
1247,2019-06-10,探秘公牛No.9：回顾2018，ROE重创新高,CITICS家电研究
1248,2019-06-04,公牛冲A突遭10亿官司 募集49亿被批圈钱：面板“失灵”？ 诉讼纠纷,中新经纬
1249,2019-06-03,公牛集团三年分红32亿占净利87% 投资56亿买理财仍募49亿被指圈钱,长江商报
1250,2019-06-01,诉讼缠身 两股东3年分红32亿元遭疑 “不差钱”的公牛集团IPO募资49亿元 诉讼纠纷,中国经营报
1251,2019-05-31,分红和买理财等超54亿元后 公牛集团拟IPO募资48亿元,大众证券报
1252,2019-05-29,年收入90亿元的公牛集团申请上市 插线板不好卖了？,GPLP犀牛财经
1253,2019-05-28,IPO|“插座一哥”公牛：不差钱，为何选择上市？,阿尔法工场
1254,2019-05-27,IPO前突击分红 公牛电器股东意在上市套现？,凤凰网
1255,2019-05-27,两股东三年分红32亿 公牛集团“光溜溜”冲刺IPO,北青网
1256,2019-05-26,2股东3年分红32亿，“插座一哥”IPO能否顺利闯关,全景网
1257,2019-05-25,2股东3年分红32亿，还有10亿官司惹上身！“插座一哥”IPO能否顺利闯关？（附最新IPO排队名单）,和讯
1258,2019-05-24,两股东三年分红32亿 不差钱的公牛插座要募资48.86亿,国际金融报
1259,2019-05-24,IPO关键期遇诉讼 公牛集团涉诉金额近10亿 诉讼纠纷,北京商报网
1260,2019-05-24,公牛集团冲刺A股IPO 公司业绩受房地产市场和房屋装修市场影响,中金在线
1261,2019-05-23,公牛集团A股IPO：拟登陆上交所募资不超48.87亿元,Wind
1262,2019-04-24,公牛集团专利侵权纠纷申请相关专利无效案件在北京公开审理 诉讼纠纷,证券日报
1263,2019-04-23,美的集团：与公牛集团签署战略合作协议,e公司
1264,2019-03-30,"公牛集团冲击IPO遭同行""阻击"" 陷专利侵权被索赔10亿 诉讼纠纷",中国经营网
1265,2019-03-25,公牛集团涉专利纠纷 IPO进程或受影响 诉讼纠纷,投资者网
1266,2019-03-18,公牛集团毛利降至3成 IPO受阻10亿诉讼索赔案,新浪
1267,2019-03-11,公牛集团因专利侵权被索赔近10亿元，涉案专利与安全插座有关 诉讼纠纷,凤凰网
1268,2019-03-11,IPO关键期被诉专利侵权 公牛集团遭同行索赔10亿元 诉讼纠纷,证券日报
1269,2019-03-09,“插座一哥”公牛摊上事：被诉赔10亿 公司月赚1亿多 诉讼纠纷,新浪
1270,2019-03-09,调查 | “插座一哥”公牛集团遭巨额专利侵权索赔始末 诉讼纠纷,每日经济新闻
1271,2019-03-08,公牛集团遭索赔10亿，起诉者否认阻击IPO：准备了一年多,澎湃新闻
1272,2019-03-08,公牛集团陷专利诉讼被索赔10亿 诉讼纠纷,新浪
1273,2019-03-07,公牛集团IPO遭遇“斗牛士”：插座龙头企业被诉专利侵权 诉讼纠纷,澎湃新闻
1274,2019-03-07,遇侵权诉讼遭索赔近10亿 公牛集团：正在应诉 诉讼纠纷,每日经济新闻
1275,2019-03-07,冲击资本市场，阮立平带领公牛集团发力IPO上市,银行信息港
1276,2019-03-07,“公牛”陷专利诉讼被索赔十亿 IPO企业知识产权规范待解,21世纪经济报道
1277,2019-03-04,10亿元！国内专利第一案南京开庭 被诉讼方正冲刺IPO,和讯
1278,2019-02-28,公牛集团闯关IPO背后： 家族成员持股超96% 曾参股金芒果小贷深陷诉讼泥潭,华夏时报
1279,2019-02-25,“插座一哥”公牛集团冲击IPO 巨额募资规模是否合理,中金在线
1280,2019-02-05,2019年八家LED企业拟IPO 谁能顺利过会？,微博
1281,2019-01-04,公牛集团积极适配新的时代语境 为IPO上市不断迈进,中金在线
1282,2018-12-14,探秘公牛No.5：图文详解“新国标”,CITICS家电研究
1283,2018-12-10,家用电器：流通渠道王者 荐4股,和讯
1284,2018-12-10,估值数百亿领军者，公牛IPO上市辅导完成,砍柴网
1285,2018-12-07,探秘公牛No.3：市场空间的加法,CITICS家电研究
1286,2018-11-14,插座牛，墙开更牛！公牛集团如何蝉联双料冠军,东方网
1287,2018-11-02,月赚上亿的公牛上市前突击分红32亿“圈钱”意图明显,中国网
1288,2018-10-30,公牛集团冲刺IPO 实控人妻子借钱经销商买货,金投网
1289,2018-10-22,“公牛”阮立平的插线板生意经,投资者报
1290,2018-10-17,“公牛插座”IPO姗姗来迟：家族成员“隐身”于经销商、供应商，10亿闲置资金买理财,财经网
1291,2018-10-17,插座的大生意：1个月能赚1亿 这对兄弟身价超300亿,投中网
1292,2018-10-11,公牛集团靠“卖”插座冲刺A股IPO 一年营收70亿元但盈利额正下滑 盈利能力下降,资本邦
1293,2018-10-11,公牛集团“十问十答”,麦子店家电
1294,2018-10-10,公牛集团冲刺IPO：存货逐年上升 实控人之妻曾向经销商借款数千万,每日经济新闻
1295,2018-10-10,公牛要上市：靠卖插线板年赚72亿 老板身家逾300亿,新浪
1296,2018-09-30,公牛集团披露招股书 拟冲刺A股,资本邦
1297,2018-09-29,去年净赚12.8亿！“插座老大哥”公牛集团向A股递交招股书,中金在线
1298,2018-09-29,卖插座的公牛集团冲刺A股:2017收入72亿 毛利率下滑明显 盈利能力下降,中国网
1299,2018-09-28,公牛集团已经进入IPO上市冲刺阶段，纵使万般质疑只用实力回应,砍柴网
1300,2018-09-19,证监会接收民用电工龙头公牛集团上市材料,e公司
1301,2018-08-29,公牛集团拟IPO 已完成上市辅导,资本邦
1302,2018-04-10,他的产品家喻户晓，他却鲜为人知，现在，他们都在转变,腾讯网
1303,2018-03-10,“连接生活 Link Everyday”公牛集团四大“家族”AWE闪亮登场,DoNews
1304,2018-03-10,不止生产插座公牛AWE发布多款产品瞄向全屋智能,搜狐
1305,2018-01-05,行业龙头“ETF”高瓴资本按下减持快捷键！ 减持股份,腾讯网
