,2021-12-31,晶盛机电：公司正加快推进第三代半导体材料碳化硅衬底片的产业化布局，已成功生长出6英寸碳化硅晶体,每日经济新闻
278,2021-09-07,电新行业周报：德国“碳中和”政策推动光伏装机 Q4电车需求有望较快提升,新浪
279,2021-09-06,华金证券维持晶盛机电买入评级：在手订单继续创新高，业绩增速持续上行,每日经济新闻
280,2021-09-06,机械行业2021年中报总结：强力复苏,新浪
281,2021-09-06,机械行业2021年半年报综述：高端制造迎来黄金投资期,新浪
282,2021-09-06,寻找专精特新“小巨人”系列之六：乘政策之风 探寻潜力区域小巨人,新浪
283,2021-09-06,三大热门赛道财报透视，高研发投入下业绩迎爆发,Wind
284,2021-09-06,半导体行业上演减持潮，逾380家机构调研兆易创新,Wind
285,2021-09-05,半导体行业上演减持潮，机构紧急调研这些公司,Wind
286,2021-09-04,东吴证券维持晶盛机电买入评级：61亿元大订单落地，2021年1-8月新签140亿订单保障业绩高增,每日经济新闻
287,2021-09-03,晶盛机电：IGWT Investment、安信证券等19家机构于9月2日调研我司,证券之星
288,2021-09-03,晶盛机电：公司所生产的晶体生长炉和智能化加工设备主要用于硅片端的制造，可应用于下游各种技术路线的电池组件,每日经济新闻
289,2021-09-03,晶盛机电：广东奥普特科技股份有限公司是公司的供应商之一,每日经济新闻
290,2021-09-03,机械行业周报：龙头中报业绩表现亮眼 工程机械销量数据有望出现改观,渤海证券
291,2021-09-03,浙江区域股市周报：322家机构调研晶盛机电 三花智控跌出板块市值10强,每日经济新闻
292,2021-09-03,晶盛机电(300316)点评报告：斩获中环60.8亿元单晶炉订单 在手订单饱满业绩高速增长,新浪
293,2021-09-03,国元证券：维持晶盛机电(300316.SZ)“买入”评级 新签长晶炉大单 有望支撑明年业绩增长,智通财经
294,2021-09-03,万联证券维持晶盛机电买入评级，近期获16份券商研报关注，目标均价涨幅15.77%,每日经济新闻
295,2021-09-03,晶盛机电深度研究 | 中信建投机械,中信建投证券研究
296,2021-09-02,能源碳达峰，特高压助阵！后续行情一触即发,Wind
297,2021-09-02,浙商证券：维持晶盛机电(300316.SZ)“买入”评级 签中环光伏设备大单 业绩将持续高增长,智通财经
298,2021-09-02,大基金批量减持半导体，1600亿巨头一度跌停，这次影响多大？,Wind
299,2021-09-02,晶盛机电光伏设备热销净利翻倍增长 签署60亿销售合同锁定一年半营收,长江商报
300,2021-09-02,私募大佬最新持股曝光！冯柳、邓晓峰500亿重仓这些票,Wind
301,2021-09-01,【热点零距离】 斩获60亿元大单！半年净利约6亿元，晶盛机电成“资本新宠”？,金融界
302,2021-09-01,晶盛机电市值触及千亿！股价上涨20%还签60亿大单,Ofweek
303,2021-09-01,晶盛机电(300316)公司信息更新报告：半年度业绩靓丽 研发+收购稳步推进,新浪
304,2021-09-01,晶盛机电(300316)：H1在手订单持续提升 泛半导体平台龙头持续发力,新浪
305,2021-09-01,获超60亿大单！这家公司股价创新高后又大跌，半年涨了近2倍,Wind
306,2021-09-01,晶盛机电(300316)：与宁夏中环签订60.8亿元大单 充分受益于硅片扩产潮,新浪
307,2021-09-01,A股早报2021年9月1日星期三,Wind
308,2021-09-01,4连板工业母机概念股提示风险；亿纬锂能称未与特斯拉合作洽谈,中证报
309,2021-08-31,晶盛机电：签订60.83亿元销售合同,中证网
310,2021-08-31,晚间重要公告2021年8月31日星期二,Wind
311,2021-08-31,晶盛机电：签订60.8亿元全自动晶体生长炉采购合同,财联社
312,2021-08-31,晶盛机电(300316.SZ)拟向宁夏中环销售60.83亿元全自动晶体生长炉设备,智通财经
313,2021-08-31,晶盛机电：向宁夏中环销售全自动晶体生长炉设备，合同金额60.83亿元,Wind
314,2021-08-31,万联证券维持晶盛机电买入评级，点评报告：全业务线量利齐升，订单饱满提供业绩保障,每日经济新闻
315,2021-08-31,光伏需求旺盛，板块二次行情开启,金融界
316,2021-08-30,电力设备周报：下达补贴890亿支持光伏等可再生能源 成本上扬光伏组件酝酿涨价,新浪
317,2021-08-30,【万联电新 | 晶盛机电】中报点评：全业务线量利齐升，订单饱满提供业绩保障,万联证券研究所
318,2021-08-30,电气设备行业周报：光伏下游景气度提升 天赐材料再度加码产能扩张提速,新浪
319,2021-08-30,电子行业周报：公司中报点评：供需持续紧张 扩产红利仍在,新浪
320,2021-08-30,民生机械周报：高景大硅片项目加速落地 光伏设备需求有望再迎催化,新浪
321,2021-08-30,【行情】光伏板块继续走强，特变电工午后封板，爱康科技、联泓新科、晶科科技等此前涨停，能辉科技、东方日升、天合光能、晶盛机电、阳光电源、英杰电气等继续走高,金十数据
322,2021-08-29,开源证券维持晶盛机电买入评级：半年度业绩靓丽，研发+收购稳步推进,每日经济新闻
323,2021-08-29,机械设备行业跟踪周报：机器视觉是长坡厚雪赛道 建议关注中报业绩亮眼的机床刀具和光伏设备龙头,新浪
324,2021-08-29,晶盛机电(300316)2021中报点评：合同负债&存货高增 订单饱满增厚业绩弹性,新浪
325,2021-08-29,晶盛机电(300316)：高速增长 订单饱满,新浪
326,2021-08-28,国元证券维持晶盛机电买入评级，晶盛机电2021年半年报点评：在手订单大幅增长，业务布局多点开花未来可期,每日经济新闻
327,2021-08-27,平安证券维持晶盛机电推荐评级：业绩快速增长，在手订单饱满,每日经济新闻
328,2021-08-26,晶盛机电2021年上半年实现净利润6.05亿元，同比大幅增长123.15%,经济观察报
329,2021-08-26,晶盛机电(300316.SZ)拟使用募集资金对两家子公司增资1.7亿元,智通财经
330,2021-08-26,晶盛机电(300316.SZ)上半年归母净利润同比增117%至6亿元,智通财经
331,2021-08-26,晶盛机电：半年度净利6亿元 同比增117%,财联社
332,2021-08-26,晶盛机电：使用募集资金对全资子公司增资,Wind
333,2021-08-26,晶盛机电：上半年净利润同比增长117.23%,Wind
334,2021-08-24,上虞打造绿色发展新引擎,钢企网
335,2021-08-23,深度*行业*机械设备行业周报：全球首批管式PECVD异质结电池下线 HJT产业化进程持续加速,新浪
336,2021-08-23,电气设备行业周报：异质结技术再迎突破 宁德时代牵手上海政府,新浪
337,2021-08-23,机械设备行业周报：需求消费特征显着的板块或个股估值已具备较高性价比,新浪
338,2021-08-19,浙商机械 邱世梁||王华君 【捷佳伟创】管式异质结PECVD首片电池片下线；异质结产业化进程将提速,高端装备制造及材料
339,2021-08-18,34股获北向资金加仓超亿元,证券之星
340,2021-08-18,北向资金动向盘点：连续五日净卖食品饮料,Wind
341,2021-08-17,深度*行业*半导体行业周报：全球半导体设备交付期延长至14个月,新浪
342,2021-08-16,晶盛机电：公司所生产的晶体生长炉和智能化加工设备主要用于硅片端的制造，可应用于下游各种技术路线的电池组件,每日经济新闻
343,2021-08-16,晶盛机电：公司的晶体生长设备能够使用颗粒硅,每日经济新闻
344,2021-08-16,北向资金今日大幅净买入62亿元，低估值消费白马股获追捧,Wind
345,2021-08-16,民生证券研究周观点,新浪
346,2021-08-16,安信证券：予晶盛机电(300316.SZ)“买入-A”评级 目标价78.5元,智通财经
347,2021-08-16,电新行业周报：光伏产业链价格有所上调 国内电车需求维持高景气,新浪
348,2021-08-15,安信证券维持晶盛机电买入评级：再论晶体制造设备材料专家的延展性,每日经济新闻
349,2021-08-14,两融跑步入场周增200亿，宁德582亿定增机构高喊买入,Wind
350,2021-08-12,北向资金交投趋谨慎全天净卖出不足2亿，贵州茅台连续11日遭抛售,Wind
351,2021-08-12,新兴能源行业：高价组件下游接受 紧俏环节企稳回升,新浪
352,2021-08-12,万亿巨头火拼，芯片“大战”升级！A股产业链机会来了？,Wind
353,2021-08-11,深度*行业*半导体新股系列8–格科微：全球CIS龙头 拟自建2万片/月12英寸BSI晶圆后道工序,新浪
354,2021-08-11,北向资金今日净卖出超28亿元，白酒股持续惨遭抛售,Wind
355,2021-08-11,半导体设备分支午前走强，华峰测控涨近7%,Wind
356,2021-08-09,深度*行业*半导体新股系列7–概伦电子：具备国际竞争力的本土EDA企业,新浪
357,2021-08-09,北向资金今日净买入44.66亿元，光伏股逆势遭大幅抛售,Wind
358,2021-08-09,电力设备与新能源行业报告：双碳工作推进更趋市场化,新浪
359,2021-08-09,机械设备行业研究周报：自主移动 奔跑向前 自主移动机器人高增长赛道,新浪
360,2021-08-06,资金流向分析,新浪
361,2021-08-05,机械行业月报：继续推荐锂电设备 建议关注硅片设备,新浪
362,2021-08-04,双良节能：公司目前并未采购晶澳科技生产的设备，公司直拉单晶炉供应商为连城凯克斯科技与晶盛机电,每日经济新闻
363,2021-08-04,蓝思科技：公司与晶盛机电合资的宁夏鑫晶盛电子材料有限公司已于2020年11月开工建设，项目推进顺利，预计年内可实现量产，为客户批量供货,每日经济新闻
364,2021-08-03,万联证券维持晶盛机电买入评级：收购应材丝印及晶片检测设备，光伏领域产品版图再扩大,每日经济新闻
365,2021-08-03,北向资金今日净买入17.99亿元，白酒股逆势遭卖出,Wind
366,2021-08-03,10亿牵手全球最大半导体设备商 晶盛机电的野心？,腾讯网
367,2021-08-03,【万联机械| 晶盛机电】收购应材丝印及晶片检测设备，光伏领域产品版图再扩大,万联证券研究所
368,2021-08-03,深度*行业*半导体新股系列5-华大九天：国内领先的一站式 EDA服务提供商,新浪
369,2021-08-03,机械设备行业周观点：下半年专项债发行有望提速 关注工程机械龙头估值修复；分时电价进一步完善利好光伏行业,新浪
370,2021-08-03,兴业证券：维持晶盛机电(300316.SZ)“审慎增持”评级 收购新业务板块 增强业绩,智通财经
371,2021-08-03,晶盛机电(300316)：与应用材料形成重要合作 丰富光伏设备产品线,新浪
372,2021-08-03,50股获北向资金加仓超亿元,证券时报网
373,2021-08-03,东吴证券维持晶盛机电买入评级：与应用材料香港合资成立公司，收购丝网印刷和硅片检测资产完善光伏设备布局,每日经济新闻
374,2021-08-03,【东吴晨报0803】【策略】【宏观】【金工】【行业】通信【个股】晶盛机电、中科创达,东吴研究所
375,2021-08-02,电新行业周报：峰谷价差拉大利好光伏及储能推广 风电需求有望超预期,新浪
376,2021-08-02,民生证券维持晶盛机电推荐评级：与应用材料成立合资公司，完善光伏设备产品线,每日经济新闻
377,2021-08-02,机械设备行业：钠离子电池,新浪
378,2021-08-02,开源证券：7月金股组合盈利5.32% 8月荐股名单出炉,新浪
379,2021-08-02,中信建投：予晶盛机电(300316.SZ)目标价77.7元 与AMAT合资 打造泛半导体设备产业链平台公司,智通财经
380,2021-08-02,开源证券：维持晶盛机电(300316.SZ)“买入”评级 丰富光伏设备产品线 强化核心竞争力,智通财经
381,2021-08-02,机械设备行业跟踪周报：锂电光伏龙头设备商稀缺性已现 制造业景气持续复苏带动机床销售旺盛,新浪
382,2021-08-02,国元证券维持晶盛机电买入评级，晶盛机电事件点评：与应用材料香港成立合资公司，拓宽光伏设备产品线,每日经济新闻
383,2021-08-02,晶盛机电1.2亿美元收购应用材料公司位于意大利的丝网印刷设备业务,北极星电力
384,2021-08-02,晶盛机电(300316)：携手应材成立子公司 打造泛半导体产业链平台,新浪
385,2021-08-01,12家券商8月金股组合出炉，建议坚守景气主线！,Wind
386,2021-07-31,开源金股，8月推荐,开源证券研究所
387,2021-07-31,晶盛机电(300316)：与半导体设备龙头美国应材合作；打造光伏设备产业链平台公司-浙商机械,新浪
388,2021-07-30,晶盛机电(300316.SZ)拟设合资公司并购买相关资产丰富光伏领域产品线,智通财经
389,2021-07-30,晶盛机电(300316.SZ)：拟与应用材料公司下属公司设合资公司 收购其旗下丝网印刷设备及晶片检测设备业务,格隆汇
390,2021-07-30,晶盛机电：与Applied Materials公司合作 并收购其多项业务,e公司
391,2021-07-30,晶盛机电：拟与应用材料成立合资公司,Wind
392,2021-07-30,北向资金今日净买入22.47亿元，对白酒股态度分化,Wind
393,2021-07-30,海外最大中国股票基金背后机构现身江丰电子、晶盛机电调研,中证网
