,2021-12-31,2021酒业盘点丨轮番涨价背后，白酒市场隐现新一轮战局,新京报
299,2021-09-24,21Q3白酒业绩前瞻：次高端高弹性 高端稳健,新浪
300,2021-09-22,古井贡酒跌5.98% 华西证券浙商证券高点唱多,中国经济网
301,2021-09-22,A股收盘综述：电力股批量封板、神华兖煤涨停，一线地产股柳暗花明,Wind
302,2021-09-22,白酒股重挫！电力股驭“风”而上，逆势掀起涨停潮,Wind
303,2021-09-22,食品饮料行业动态报告：白酒中秋旺季动销良好 板块景气延续,新浪
304,2021-09-22,白酒行业中秋调研反馈：动销相对平稳 渠道良性健康,新浪
305,2021-09-22,A股午盘综述：指数下滑无碍炒作，电力煤炭板块飙升、地产否极泰来,Wind
306,2021-09-22,酒类股大幅下挫 洋河股份、古井贡酒等跌幅超5%,证券时报网
307,2021-09-22,食品饮料：基础建设年 稳中求进取,新浪
308,2021-09-22,食品饮料行业周报：中秋动销平稳白酒具备长期配置价值,新浪
309,2021-09-22,食品饮料行业周报：临近双节销售旺季 关注板块复苏趋势,新浪
310,2021-09-17,水井坊(600779)跟踪点评：激励逐步落地 期待高端化改革成效,新浪
311,2021-09-17,消费领域投融资日报（9月23日）：仁怀茅台镇被古井贡酒并购,亿欧网
312,2021-09-17,快讯 | 古井贡酒入股茅台镇珍藏酒业，后者曾被茅台、金六福起诉涉不正当竞争 诉讼纠纷,财经网
313,2021-09-17,古井贡酒完成工商登记变更并换发营业执照 业务变化,中国白酒网
314,2021-09-17,古井贡酒收购茅台镇珍藏酒业60％股份,中国白酒网
315,2021-09-16,古井贡酒：公司及控股子公司对外担保余额为8000万元 大额借贷担保,每日经济新闻
316,2021-09-16,古井贡酒新增对外投资，投资比例60%,乐居财经
317,2021-09-16,古井贡酒投资贵州仁怀茅台镇珍藏酒业公司，持股60%,Wind
318,2021-09-16,水井坊(600779)：员工持股凝聚人心 目标稳健发展,国海证券
319,2021-09-15,华致酒行(300755)：酒水经销龙头 立足保真多元化布局,光大证券
320,2021-09-14,川财研究消费行业核心数据跟踪日报,新浪
321,2021-09-14,古井贡酒注册资本增至5.29亿元,乐居财经
322,2021-09-14,食品饮料行业：名优白酒中秋旺季动销良好 行业景气度延续,新浪
323,2021-09-13,食品饮料：旺季来临 震荡中寻求超预期机遇,新浪
324,2021-09-11,食品饮料行业点评：专注阿尔法机会 看淡市场波动,华安证券
325,2021-09-11,白酒格局酿变：次高端争抢C位,Wind
326,2021-09-10,双节来临，“假日经济”给投资者送福利,Wind
327,2021-09-09,食品饮料2021中报综述：高端景气延续 大众压力显现,新浪
328,2021-09-08,食品饮料行业2021年中报综述之白酒篇：高端酒持续稳健 次高端弹性尽显,新浪
329,2021-09-08,白酒股午后回暖，金种子酒涨超3%,Wind
330,2021-09-07,食品饮料：震荡中寻求超预期机遇,新浪
331,2021-09-07,食品饮料行业：白酒稳中有进 大众品短期承压,新浪
332,2021-09-06,食品饮料行业2021年半年报总结：21H1行业改善明显 增速处市场偏后水平,新浪
333,2021-09-05,食品饮料行业周报：白酒长期价值凸显 关注中秋旺季动销,新浪
334,2021-09-03,700亿白酒基金要分红了，最近6年业绩第一，赚超500%,Wind
335,2021-09-03,太平洋维持古井贡酒买入评级，古井贡酒：结构升级明显，省外占比持续提升,每日经济新闻
336,2021-09-03,白酒股持续走弱，迎驾贡酒跌超7%,Wind
337,2021-09-02,古井贡酒入驻盒马生鲜,中国白酒网
338,2021-09-02,北向资金9天加仓近390亿，紫金矿业大幅净买入超11亿元,Wind
339,2021-09-02,主力持续建仓股名单来了，机构扎堆推荐股揭秘（名单）,Wind
340,2021-09-02,古井贡酒(000596)：结构升级和省外扩张并行 利润端弹性明显,新浪
341,2021-09-02,白酒股持续回血，迎驾贡酒领涨4%,Wind
342,2021-09-01,食品饮料行业跟踪周报：震荡中寻求超预期机遇,新浪
343,2021-09-01,白酒股V字反攻，茅台涨近5%，板块调整结束了吗？,第一财经
344,2021-09-01,解盘：白马股拉升，水泥、大基建、保险、白酒领涨,Wind
345,2021-09-01,白酒股涨势进一步扩大，迎驾贡酒冲击涨停,Wind
346,2021-09-01,白酒股逆势走强，皇台酒业涨近5%,Wind
347,2021-09-01,【行情】白酒股异动拉升，皇台酒业涨超7%，贵州茅台、古井贡酒、泸州老窖、金徽酒等跟涨,金十数据
348,2021-08-31,国金证券维持古井贡酒买入评级：结构升级，后百亿时代稳健成长,每日经济新闻
349,2021-08-31,华鑫证券维持古井贡酒推荐评级：次高端结构不断提升，省外市场拓展有力,每日经济新闻
350,2021-08-31,中泰证券：维持古井贡酒(000596.SZ)“买入”评级 产品结构持续升级 回款表现靓丽,智通财经
351,2021-08-31,西部证券维持古井贡酒增持评级，中报点评：21H1 扎实前行，预收款表现亮眼,每日经济新闻
352,2021-08-31,张坤也撑不住了？清仓式减持多只白酒股，刘彦春却买买买,Wind
353,2021-08-31,川财研究消费行业核心数据跟踪日报,新浪
354,2021-08-31,27股获券商买入评级 金科股份目标涨幅达120.65%,Wind
355,2021-08-30,古井贡酒(000596)2021年中报点评：产品结构优化升级 二季度业绩增长提速,新浪
356,2021-08-30,民生证券维持古井贡酒推荐评级：年份原浆结构优化及黄鹤楼量价齐升助力业绩高增,每日经济新闻
357,2021-08-30,古井贡酒中报净利同比增34.53%，黄鹤楼系列营收同比增三倍,阿尔法工场
358,2021-08-30,华安证券维持古井贡酒买入评级：徽酒单寡头格局明确，全国化推进目标坚定,每日经济新闻
359,2021-08-30,【华西食饮】古井贡酒点评报告：销量吨价提升带动收入高增，收入业绩超预期,国金食品饮料寇星
360,2021-08-30,古井贡酒2021年上半年实现净利润14.21亿元，同比增长41.14%,经济观察网
361,2021-08-30,白酒股午后回暖，古井贡酒涨超7%,36氪
362,2021-08-30,【行情】白酒概念午后回暖，古井贡酒涨超7%，泸州老窖涨超5%，舍得酒业、青海春天、五粮液、贵州茅台等跟涨,金十数据
363,2021-08-30,古井贡酒(000596)：地产酒龙头再显本色 质量速度均优,新浪
364,2021-08-30,【招商食品】古井贡酒：产品结构升级加速，省外市场拓展发力,招商食品饮料
365,2021-08-30,古井贡酒(000596)：回款亮眼 后劲充足,新浪
366,2021-08-29,【安信食品】古井贡酒：地产酒龙头再显本色，质量速度均优,安信食饮
367,2021-08-29,古井贡酒上半年净利13.79亿元同比增长34.53%,上证报
368,2021-08-29,【古井贡酒中报点评：次高端、全国化持续推进，Q2利润弹性兑现—方正食品饮料210829】,虎哥的研究
369,2021-08-29,周末影响A股十大事件来了！,Wind
370,2021-08-29,国海证券维持古井贡酒买入评级，中报点评：业绩符合预期，全国化+次高端持续推进,每日经济新闻
371,2021-08-29,国盛证券维持古井贡酒买入评级：业绩符合预期，现金流表现亮眼,每日经济新闻
372,2021-08-29,古井贡酒(000596)：Q2环比改善明显 全年高弹性可期,西南证券
373,2021-08-29,古井贡酒(000596)2021中报点评：Q2业绩环比向上 省内龙头地位强化,新浪
374,2021-08-28,08.28 | 泸州老窖：上半年营收93.17亿元；古井贡酒：上半年净利润13.79亿；老白干酒：上半年净利润1.24亿元,糖酒快讯
375,2021-08-28,古井贡酒：现金流降88.73%至2.64亿元｜中报快讯,乐居财经
376,2021-08-28,上市公司正负面新闻2021年8月28日星期六,Wind
377,2021-08-27,古井贡酒上半年净利13.79亿，黄鹤楼系列营收翻3倍,中华网
378,2021-08-27,古井贡酒上半年净利润约13.79亿元，同比增34.5%,新京报
379,2021-08-27,古井贡酒(000596.SZ)拟使用不超过45亿元闲置募集资金进行现金管理,智通财经
380,2021-08-27,快讯｜古井贡酒：上半年营收增长26.96%至70.07亿元，年份原浆收入50.7亿元,财经网
381,2021-08-27,古井贡酒：上半年净利润同比增长34.53%,Wind
382,2021-08-27,古井贡酒跌3.06% 华西证券浙商证券高点唱多,中国经济网
383,2021-08-27,揭秘古井贡酒副总朱向红年薪291万元 业绩未达标董事长说可以理解,运营商财经网
384,2021-08-27,古井贡酒年份原浆中国香酒瓶荣获安徽省外观设计金奖,中国白酒网
385,2021-08-25,【行情】白酒板块开盘冲高，迎驾贡酒一字板，今世缘、口子窖酒鬼酒、古井贡酒、泸州老窖等冲高,金十数据
386,2021-08-24,明星基金隐形重仓股曝光！部分标的被深套,Wind
387,2021-08-24,白酒本轮调整已到底部布局区间，行业将延续结构性繁荣,金融界
388,2021-08-23,食品饮料行业研究周报：白酒未迎实质性政策调控 行稳致远仍是主旋律,新浪
389,2021-08-23,古井贡酒：公司2021年半年度报告将于2021年8月28日披露,每日经济新闻
390,2021-08-23,古井贡酒股价涨5.1% 现报200.31元,乐居财经
391,2021-08-23,【行情】白酒概念板块异动拉升，伊力特涨超7%，顺鑫农业、洋河股份、古井贡酒、老白干酒等跟涨,金十数据
392,2021-08-23,食品饮料：震荡中寻求超预期机遇,新浪
393,2021-08-20,08.20 | 国家市场监督管理总局价监竞争局约谈白酒企业；古井贡酒第六代提价90元/瓶；会稽山上半年营收5.72亿,糖酒快讯
394,2021-08-20,古井贡酒股价跌5.0% 现报188.10元,乐居财经
395,2021-08-19,西南证券首次给予古井贡酒“买入”评级,北京商报
396,2021-08-19,西南证券首予古井贡酒买入评级，公司深度报告：次高端与全国化并进，新百亿征程路径清晰,每日经济新闻
397,2021-08-19,古井贡酒(000596)：次高端与全国化并进 新百亿征程路径清晰,西南证券
398,2021-08-19,食品饮料行业周报：中报业绩密集披露 建议关注超预期个股,新浪
399,2021-08-18,安徽区域股市周报：全柴动力涨44.13%涨幅第一 4亿融资买入阳光电源,每日经济新闻
400,2021-08-17,深度*行业*食品饮料类社零数据点评：7月食品饮料类均有两位数增长 增速环比回落,新浪
401,2021-08-17,独家：他是市值千亿的古井贡酒副总经理 刚离职暂时职务不明,深水财经社
402,2021-08-17,古井贡酒股价跌5.2% 现报197.42元,乐居财经
403,2021-08-17,古井贡酒“年份原浆”惹争议，首次扩产却遭二级市场“用脚投票”,发现网
404,2021-08-16,食品饮料行业跟踪周报：周观点 白酒稳健 大众品改善渐近,新浪
405,2021-08-13,安徽千亿市值国企董秘辞职，去年薪酬近百万，员工人均24.4万 董监高成员变化,搜狐
406,2021-08-13,快讯 | 古井贡酒：副总经理、总会计师、董秘叶长青辞职 董监高成员变化,财经网
407,2021-08-13,叶长青辞任古井贡酒副总经理等职务 董监高成员变化,乐居财经
408,2021-08-13,古井贡酒(000596.SZ)：叶长青辞任副总经理等职务 董监高成员变化,智通财经
409,2021-08-13,古井贡酒：副总经理、总会计师、董事会秘书叶长青辞任 董监高成员变化,每日经济新闻
410,2021-08-13,古井贡酒：副总经理、总会计师、董事会秘书辞职 董监高成员变化,Wind
411,2021-08-13,逻辑持续兑现，价位分化、酱酒热潮拓展想象空间,金融界
412,2021-08-12,A股再融资月报｜7月共募资750亿：易方达又狂饮古井贡酒；锂电行情中，国泰转债上市首日刷新深市纪录,每日经济新闻
413,2021-08-12,白酒概念异动拉升，众兴菌业涨近5%，皇台酒业、青海春天、古井贡酒跟涨。,新浪
414,2021-08-12,新信贷模式助力解决“融资难”,证券导报
415,2021-08-11,白酒股下探回升，水井坊冲击涨停,Wind
416,2021-08-11,顶流隐形重仓股曝光！谢治宇、葛兰、归凯买了啥？,Wind
417,2021-08-10,顶流张坤又“封神”，另一边新能源基金跌惨了,Wind
418,2021-08-10,白酒股大反攻，茅台市值狂涨1300亿，一细分领域还有2倍以上空间？,第一财经
419,2021-08-10,茅台大涨白酒股反攻！巨头重回A股，却带崩最强板块,Wind
420,2021-08-10,白酒股翘尾，贵州茅台涨逾5%,Wind
421,2021-08-10,【行情】白酒股午后持续拉升，贵州茅台涨超4%，舍得酒业触及涨停，水井坊此前封板，古井贡酒涨超9%，五粮液涨逾7%,金十数据
422,2021-08-10,白酒股午后持续走高，舍得酒业大涨7%,Wind
423,2021-08-10,古井贡酒股价涨5.2% 现报191.25元,乐居财经
424,2021-08-10,A股午盘综述：市场横盘整理，军工火力全开,Wind
425,2021-08-09,解码“年份原浆”：好酒源自好原粮,新华网
426,2021-08-09,重仓腾讯美团遭遇“过山车” 鹏华一爆款基金跌破面值,第一财经
427,2021-08-08,重仓腾讯美团坐“过山车”，鹏华王宗合的爆款跌破“面值”,第一财经
428,2021-08-08,食品饮料行业7月白酒战报：中报逐步落地 估值回落机大于危,华安证券
429,2021-08-08,食品饮料行业周报：如何看待板块估值中枢回落,新浪
430,2021-08-05,A股收盘综述：资金畏高指数集体回调，军工股逆势爆发,Wind
431,2021-08-03,白酒股连续两日呈下探回升态势，皇台酒业涨超6%,Wind
432,2021-08-02,大逆转！白酒机械强势回归，基建大周期要来了？,Wind
433,2021-08-02,食品饮料行业跟踪周报：波动中需寻找具有性价比的稳定增长标的,新浪
434,2021-08-02,【行情】白酒股早盘继续下行，水井坊跌近7%，山西汾酒、舍得酒业、古井贡酒、五粮液等跟跌，贵州茅台跌超3%,金十数据
435,2021-07-30,A股收盘综述：三大股指弱势整理，储能概念股井喷,Wind
436,2021-07-30,【行情】白酒概念午后持续走弱，水井坊触及跌停，酒鬼酒、众兴菌业、迎驾贡酒、古井贡酒跟跌 连续下跌,金十数据
437,2021-07-30,A股午盘综述：大消费、大金融不振，热门题材持续发酵,Wind
438,2021-07-30,古井贡酒产能大跃进，张坤趁乱捡便宜,中国白酒网
439,2021-07-29,食品、饮料与烟草2021年基金二季报食品饮料持仓分析：整体持仓回落 啤酒逆势加仓,新浪
440,2021-07-28,时隔十年首秀，投资者却并不买账，古井贡酒正逐步衰败,凤凰网
441,2021-07-27,古井贡酒50亿元定增落地，股价暴涨后迅速暴跌，重回巅峰路漫漫 连续下跌,中金在线
