,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
293,2021-08-19,突然砸盘！外资罕见净卖100亿，阿里破发、美团腰斩,Wind
294,2021-08-19,突然砸盘！外资罕见净卖超100亿，700亿酒企闪崩跌停！美团惨遭腰斩，阿里巴巴破发，蒸发3万亿！刚刚，欧股开盘大跌，发生了什么？,中国基金报
295,2021-08-19,重庆啤酒(600132)：短期费用扰动 乌苏高速全国化,新浪
296,2021-08-19,国盛证券维持重庆啤酒买入评级，半年报点评：高档酒增速靓丽，Q2 加大费用投放,每日经济新闻
297,2021-08-19,华创证券：维持重庆啤酒(600132.SH)“强推”评级 乌苏、1664等重点单品高增长,智通财经
298,2021-08-19,半年业绩不如预期？重庆啤酒一字跌停 盈利能力下降,第一财经
299,2021-08-19,重庆啤酒开盘一字跌停，这只啤酒白马股怎么了？,证券之星
300,2021-08-19,重庆啤酒重组后首份半年报出炉 净利润同比下跌3.34%，股价应声跌停 盈利能力下降,每日经济新闻
301,2021-08-19,华泰证券：维持重庆啤酒(600132.SH)“买入”评级 目标价下调至213.35元 机构下调估值,智通财经
302,2021-08-19,安信证券维持重庆啤酒买入评级：高端占比达单季最高水平，增长进入新阶段，目标价205元,每日经济新闻
303,2021-08-19,【华西食品】重庆啤酒点评报告：H1高端高成长，推进极速共赢,国金食品饮料寇星
304,2021-08-19,700亿重庆啤酒开盘跌停 市值蒸发83亿 股民一日亏40万 亏损,新浪
305,2021-08-19,20倍大白马突然跌停、主力资金最新建仓股曝光,Wind
306,2021-08-19,国盛证券：维持重庆啤酒(600132.SH)“买入”评级 高档酒收入提升较快,智通财经
307,2021-08-19,重庆啤酒上半年净利下降3.34%，社保基金二季度减持320万股 盈利能力下降,阿尔法工场
308,2021-08-19,700亿啤酒巨头跌停，1个月跌没260亿，明星基金经理遭吐槽,搜狐
309,2021-08-19,重庆啤酒发布2021年半年报 继续实现全面增长,新快报
310,2021-08-19,机构抱团的大白马重庆啤酒突然跌停 发生了什么？主力最新建仓股曝光(股),新浪
311,2021-08-19,华西证券维持重庆啤酒买入评级：H1高端高成长，推进极速共赢,每日经济新闻
312,2021-08-19,解盘：权重白马低迷，锂矿、半导体、动力电池、5G略涨,Wind
313,2021-08-19,重庆啤酒一字跌停 民生证券等3家券商今早刚研报唱多,中国经济网
314,2021-08-19,重庆啤酒(600132)2021年中报点评：高端增长有力 盈利水平持续优化,新浪
315,2021-08-19,重庆啤酒重组后首份半年报：营收增长27.51% 净利润增长 37.81%,中国网
316,2021-08-19,民生证券维持重庆啤酒推荐评级,北京商报
317,2021-08-19,开盘：沪指跌0.29%创业板指涨0.33%，券商股东方证券一字涨停，重庆啤酒发中报逼近跌停,金融界
318,2021-08-19,重庆啤酒(600132.SH)一字跌停 Q2归母净利润同比下滑37.29% 盈利能力下降,格隆汇
319,2021-08-19,上半年净利同比下降3.34% 重庆啤酒一字板跌停 盈利能力下降,第一财经
320,2021-08-19,上半年净利润下降3.34% 重庆啤酒大单封跌停 盈利能力下降,证券时报网
321,2021-08-19,重庆啤酒逼近跌停，上半年净利同比下降3.34%,Wind
322,2021-08-19,重庆啤酒(600132)2021年半年报点评：21H1营收同比高增 产品结构持续优化,新浪
323,2021-08-19,重庆啤酒销量收入持续增长 销售费用随高端化而增,财联社
324,2021-08-19,国产啤酒的未来在哪？,每日财报
325,2021-08-19,一图读懂重庆啤酒2021年中报,证券之星
326,2021-08-18,重庆啤酒上半年净利6.22亿元增长17% 市值达838亿元,上游新闻
327,2021-08-18,重庆啤酒半年净利润6.2亿元同比减少3.3%，高档产品收入增长超62% 盈利能力下降,AI财经社
328,2021-08-18,重庆啤酒：上半年营收约71.39亿元，净利润6.11亿元,新京报
329,2021-08-18,重庆啤酒上半年销量增逾两成 营收突破70亿元,上证报
330,2021-08-18,重庆啤酒：上半年实现扣非净利润6.11亿元 同比增长184.04%,中证网
331,2021-08-18,重庆啤酒：“品牌+渠道”双轮驱动 上半年扣非净利同比增长184.04%,证券时报网
332,2021-08-18,【开源食饮每日资讯0818】重庆啤酒2021H1净利润同比-3.34%。,宇光食饮日讯
333,2021-08-18,晚间重要公告2021年8月18日星期三,Wind
334,2021-08-18,【提前看】18日公告精选：重庆啤酒上半年净利6.22亿；波导股份称荣耀手机借壳公司上市传闻不属实,中国基金报
335,2021-08-18,重庆啤酒上半年净利润6.22亿 高档产品销量大涨,中华网
336,2021-08-18,和讯曝财报|重庆啤酒营收增长27.51%净利润下滑 北上资金与国家队减持 盈利能力下降,和讯
337,2021-08-18,快讯｜重庆啤酒上半年销量增长22.59%，高档产品收入大涨62.29%至25.42亿元,财经网
338,2021-08-18,渝股看台 | 重庆啤酒：上半年净利6.22亿元，每股收益1.29元,上游新闻
339,2021-08-18,重庆啤酒(600132.SH)上半年归母净利润同比降3.34%至6.22亿元 盈利能力下降,智通财经
340,2021-08-18,重庆啤酒(600132.SH)上半年扣非净利升184.04%至6.11亿元,格隆汇
341,2021-08-18,重庆啤酒：2021年半年度净利润约6.22亿元，同比下降3.34% 盈利能力下降,每日经济新闻
342,2021-08-18,重庆啤酒：上半年营收71.39亿元，同比增长27.51%,36氪
343,2021-08-18,重庆啤酒：上半年净利润同比减少3.34% 盈利能力下降,Wind
344,2021-08-18,啤酒股集体大涨，青岛啤酒涨停，重庆啤酒涨近7%,证券时报网
345,2021-08-17,北向资金逆市抄底加仓A股近15亿，通威股份、北方稀土净买入额均创历史新高,Wind
346,2021-08-17,《社零看景气》7月：社零增速放缓 消费行业股价回调,新浪
347,2021-08-17,食品饮料行业7月线上数据分析专题：淡季酒类线上销售有所下滑 五粮液销售额维持高增速,乐居财经
348,2021-08-16,北向资金今日大幅净买入62亿元，低估值消费白马股获追捧,Wind
349,2021-08-16,食品饮料｜质优为先，关注旺季景气趋势,中信证券研究
350,2021-08-15,国盛证券维持重庆啤酒买入评级：峥嵘之路，厚积薄发,每日经济新闻
351,2021-08-13,财华聚焦|品鉴啤酒股：年过四旬，燕京啤酒的年轻化能奏效吗？,财华社
352,2021-08-13,北向资金本周净买入额大幅收窄，宁德时代遭大幅净卖出近8亿元,Wind
353,2021-08-11,134股获买入评级 最新:东方雨虹,中财网
354,2021-08-11,【异动股】酿酒行业板块下挫，重庆啤酒(600132.CN)跌6.2%,财华社
355,2021-08-11,恒大系大消息，地产股嗨了！煤炭有色狂飚，多股涨停潮,Wind
356,2021-08-11,智氪lite | 啤酒越卖越贵的真相,36氪
357,2021-08-10,东北证券：维持重庆啤酒(600132.SH)“买入”评级 目标价192.4元,智通财经
358,2021-08-10,【华西食饮】基金二季度持仓分析报告：食饮板块整体持仓回落，关注行业结构升级&高成长性机会,国金食品饮料寇星
359,2021-08-09,食品饮料行业研究周报：理性看待悲观情绪 关注食品下半年边际变化,新浪
360,2021-08-09,渝股看台 | 重庆啤酒强势反弹超7%，啤酒旺季下能否参与？,上游新闻
361,2021-08-09,渝股点金 | 华龙证券罗涛：板块异动，重庆啤酒单边上行,上游新闻
362,2021-08-09,周谈 | Weekly Talk：理性看待悲观情绪，关注食品下半年边际变化,食品饮料光头阳线
363,2021-08-09,A股收盘综述：大小指数分化，“茅系股”走强“宁组合”低迷,Wind
364,2021-08-09,A股午盘综述：大小指数分化，白马股全面回暖,Wind
365,2021-08-09,华创证券：首予重庆啤酒(600132.SH)“强推”评级 目标价206元,智通财经
366,2021-08-08,食品饮料行业周报：如何看待板块估值中枢回落,新浪
367,2021-08-06,重庆区域股市周报：板块总市值跌768亿 2亿融资买入长安汽车,每日经济新闻
368,2021-08-06,【异动股】酿酒行业板块低开，重庆啤酒(600132.CN)跌2.84%,财华社
369,2021-08-05,嘉士伯出售股权 拉萨啤酒发展迎变局 资产异常,中国经营网
370,2021-08-03,【异动股】酿酒行业板块低开，重庆啤酒(600132.CN)跌5.28%,财华社
371,2021-08-02,食品饮料行业跟踪周报：波动中需寻找具有性价比的稳定增长标的,新浪
372,2021-08-02,财华聚焦|品鉴啤酒股：同行高端化竞争加剧，百威亚太如何保持“真我”？,财华社
373,2021-08-02,A股早报2021年8月2日星期一,Wind
374,2021-07-30,重庆啤酒龙虎榜数据（7月30日）,Wind
375,2021-07-30,7月30日重庆啤酒龙虎榜解析：机构卖了2亿 北向资金抄底2亿,证券之星
376,2021-07-30,跌停板解密：大单卖出，7只前期强势股封跌停！（7月30日）,Wind
377,2021-07-30,收评：酿酒行业大跌，贵州茅台跌超4%，水井坊、重庆啤酒跌停 连续下跌,中华网
378,2021-07-30,A股收盘综述：三大股指弱势整理，储能概念股井喷,Wind
379,2021-07-30,啤酒板块跌势扩大 重庆啤酒跌停 青岛啤酒AH股均跌超8%,格隆汇
380,2021-07-30,啤酒概念持续走弱，重庆啤酒触及跌停，青岛啤酒、惠泉啤酒、兰州黄河跟跌。 连续下跌,新浪
381,2021-07-30,21Q2食品饮料行业基金持仓报告：食饮板块配置比例下降 重视高成长边际改善机会,新浪
382,2021-07-29,张坤、谢治宇、刘格菘们已行动，新能源基金开始调仓,Wind
383,2021-07-28,A股收盘综述：沪指四连跌，创业板指止跌反弹,Wind
384,2021-07-27,财华聚焦|品鉴啤酒股：青岛啤酒高端正发力，估值具竞争力,财华社
385,2021-07-27,高端化比华润啤酒走得远,财华社
386,2021-07-27,地产巨头公布大消息，股价大跌，发生了什么？,Wind
387,2021-07-27,4千万亏损，震飞3000亿市值，一份中报吓倒白酒股,Wind
388,2021-07-26,食品饮料行业21Q2基金持仓：价值弱化 成长强化,新浪
389,2021-07-25,【方正食饮210725】怎么看中报预期和板块未来走势？,虎哥的研究
390,2021-07-25,食品饮料行业：板块持仓小幅下降 啤酒配比逆势提升,新浪
391,2021-07-24,食品饮料行业本周专题：啤酒行业利润率提升空间探讨,新浪
392,2021-07-23,食品饮料2020H1基金持仓分析：占比稳居第一 次高端与啤酒备受青睐,新浪
393,2021-07-23,奥运会开幕撞上周末 开瓶啤酒走一波,中新经纬
394,2021-07-22,财华聚焦|品鉴啤酒股：珠江啤酒能否突破区域瓶颈？,财华社
395,2021-07-22,开拓其他地区和线上平台，或许能为珠江啤酒的未来挣得一线生机。,财华社
396,2021-07-22,【开源食饮】食品饮料仓位回落，次高端白酒及啤酒获基金青睐 ——行业点评报告,宇光看食饮
397,2021-07-22,食品饮料行业动态跟踪报告：乡村社零增速回暖 软饮料、化妆品类增速继续领跑,新浪
398,2021-07-22,深度*行业*2Q21食品饮料基金仓位点评：食品饮料仓位小幅回落 白酒依旧受到青睐,新浪
399,2021-07-22,食品饮料2021年二季度基金持仓分析：板块持仓环比小幅下降 依然超配,新浪
400,2021-07-21,财华聚焦|品鉴啤酒股：有“泡沫”的重庆啤酒还香吗？,财华社
401,2021-07-21,奥运会就要来了 啤酒要不要搞起来？,上证报
402,2021-07-21,"第一上海丨【公司研究】重庆啤酒（600132,买入）：西部之王整装待发气势如虹，全国征程之路扬帆起航",第一上海金融
403,2021-07-21,重仓股大“换血”！顶流基金经理最新布局思路曝光,Wind
404,2021-07-21,食品饮料2H21投资策略：高端白酒稳健、次高端盈利存弹性 餐饮供应链高成长,新浪
405,2021-07-20,财华聚焦|品鉴啤酒股：决战高端？华润啤酒的高端化焦虑,财华社
406,2021-07-20,明星基金经理最新投资大法曝光：傅鹏博重配半导体新能源 赵枫偏爱低估值,财联社
407,2021-07-20,刘格菘仓位仍超90%、萧楠大幅增持银行股,Wind
408,2021-07-20,重仓股“大换血”，二季报显露基金大咖“新宠”,Wind
409,2021-07-19,顶流基金经理最新重仓股大曝光，狂买这些股！,Wind
410,2021-07-19,食品饮料行业周报：21Q2次高端白酒业绩超预期 啤酒高端趋势延续,新浪
411,2021-07-19,银华基金焦巍最新持仓，重仓重庆啤酒（银华富利精选混合型基金）,证券之星
412,2021-07-19,银华基金焦巍最新持仓，重仓重庆啤酒（银华富裕主题混合型基金）,证券之星
413,2021-07-18,大乌苏很好喝，重庆啤酒很贵,财经杂志
414,2021-07-18,雪花啤酒为何敢卖到500元一瓶？,联商网
415,2021-07-17,重庆啤酒深度研究 | 中信建投食品饮料,中信建投证券研究
416,2021-07-16,食品饮料2021中报业绩前瞻：白酒延续高增 食品业绩承压,新浪
417,2021-07-15,食品饮料行业周报：稳中求胜,新浪
418,2021-07-14,今年新款iPhone产量有望增两成 我国累计建设5G基站91.6万座丨明日主题前瞻,第一财经
419,2021-07-14,华润雪花“飘”起来，啤酒500一瓶“有茅病”？,华夏时报
420,2021-07-14,徐翔的前半生：浪子、奴隶、囚徒,GPLP犀牛财经
421,2021-07-13,食品行业周报：6月酒类居民消费价格同比上涨2.7%,新浪
422,2021-07-13,食品饮料行业周报：基数干扰逐步退去 看好细分龙头持续成长,新浪
423,2021-07-12,啤酒疯狂时代已至？三个月行业指数飙升68%之后 又见雪花500元超级单品,全景网
424,2021-07-12,重庆区域股市周报：板块总市值涨203亿 长安汽车涨16.16%涨幅第一,每日经济新闻
425,2021-07-09,1瓶500元！华润啤酒放大招：对标茅台？网友炸了,中国基金报
426,2021-07-09,1瓶啤酒500元！华润啤酒推出高端系列，对标茅台？网友：泡沫太大，不配买醉,证券时报
427,2021-07-09,财信证券食品饮料行业2021年6月月度报告：白酒淡季不淡，大众品关注边际改善-20210706,财信证券研究
428,2021-07-08,北向资金今日净卖出17.01亿元，4000亿海运巨头中远海控遭净卖出5亿元,Wind
429,2021-07-08,独家| “山城”辉煌不再，重庆啤酒与生产方对簿公堂究竟为哪般？ 诉讼纠纷,第一财经
